EMAIL_ID,DEALER_ID,CUSTOMER_ID,CALL_ID,TO_EMAIL,FROM_EMAIL,SUBJECT,STATUS,OPENED_AT,SENT_AT,CREATED_AT
EML01652,DLR004,CUS01156,CALL005277,amanda.white1155@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2022 Toyota Wheel Alignment,opened,,2024-01-23 18:00:00,2024-01-23 18:00:00
EML01653,DLR003,CUS01675,,anthony.lee1674@gmail.com,service@lakelandford.com,Recall Notice: Important Safety Information for Your 2020 Toyota,opened,,2024-01-02 13:00:00,2024-01-02 13:00:00
EML01654,DLR001,CUS01282,,lauren.lopez1281@gmail.com,service@sunshinetoyota.com,Your 2019 Toyota is Due for Service - Schedule Today,delivered,2024-02-01 16:00:00,2024-01-30 16:00:00,2024-01-30 16:00:00
EML01655,DLR002,CUS00066,,jennifer.white65@gmail.com,service@bayareahonda.com,Lease Maturity Notice - Your Options Await,delivered,2024-01-02 02:00:00,2024-01-01 18:00:00,2024-01-01 18:00:00
EML01656,DLR001,CUS00007,CALL013862,michael.clark6@gmail.com,service@sunshinetoyota.com,Thank You for Visiting Sunshine Toyota,opened,2024-01-05 10:00:00,2024-01-04 12:00:00,2024-01-04 12:00:00
EML01657,DLR004,CUS01177,,michael.clark1176@gmail.com,service@gulfcoastchevrolet.com,Your 2022 Ford is Due for Service - Schedule Today,bounced,2024-01-20 16:00:00,2024-01-20 09:00:00,2024-01-20 09:00:00
EML01658,DLR005,CUS01597,,michael.clark1596@gmail.com,service@coastalbmw.com,Service Reminder: 2019 Ford Wiper Blade Replacement,delivered,2024-01-08 02:00:00,2024-01-06 08:00:00,2024-01-06 08:00:00
EML01659,DLR003,CUS01291,,james.davis1290@gmail.com,service@lakelandford.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-28 17:00:00,2024-01-28 17:00:00
EML01660,DLR002,CUS00947,,brian.clark946@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,opened,,2024-01-29 14:00:00,2024-01-29 14:00:00
EML01661,DLR003,CUS00186,,jennifer.white185@gmail.com,service@lakelandford.com,Exclusive Offer: Save on Your Next Service at Lakeland Ford,delivered,,2024-01-13 17:00:00,2024-01-13 17:00:00
EML01662,DLR001,CUS00347,,brian.clark346@gmail.com,service@sunshinetoyota.com,Your 2021 Toyota is Due for Service - Schedule Today,opened,,2024-01-27 11:00:00,2024-01-27 11:00:00
EML01663,DLR003,CUS00599,,steven.johnson598@gmail.com,service@lakelandford.com,Your Service Appointment Confirmation - Lakeland Ford,opened,2024-01-18 12:00:00,2024-01-16 20:00:00,2024-01-16 20:00:00
EML01664,DLR003,CUS01782,,stephanie.lopez1781@gmail.com,service@lakelandford.com,Lease Maturity Notice - Your Options Await,opened,,2024-01-16 08:00:00,2024-01-16 08:00:00
EML01665,DLR001,CUS00892,CALL002861,lauren.lopez891@gmail.com,service@sunshinetoyota.com,Exclusive Offer: Save on Your Next Service at Sunshine Toyota,bounced,,2024-01-05 11:00:00,2024-01-05 11:00:00
EML01666,DLR003,CUS00299,CALL013112,steven.johnson298@gmail.com,service@lakelandford.com,Exclusive Offer: Save on Your Next Service at Lakeland Ford,delivered,,2024-01-23 09:00:00,2024-01-23 09:00:00
EML01667,DLR002,CUS00159,CALL005434,william.johnson158@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,opened,,2024-01-22 17:00:00,2024-01-22 17:00:00
EML01668,DLR004,CUS00628,,danielle.robinson627@gmail.com,service@gulfcoastchevrolet.com,CSI Survey - Tell Us About Your Recent Visit to Gulf Coast Chevrolet,opened,,2024-01-19 08:00:00,2024-01-19 08:00:00
EML01669,DLR004,CUS00606,CALL007188,jennifer.white605@gmail.com,service@gulfcoastchevrolet.com,CSI Survey - Tell Us About Your Recent Visit to Gulf Coast Chevrolet,delivered,,2024-01-01 19:00:00,2024-01-01 19:00:00
EML01670,DLR002,CUS01238,CALL002997,jessica.robinson1237@gmail.com,service@bayareahonda.com,Exclusive Offer: Save on Your Next Service at Bay Area Honda,opened,,2024-01-14 14:00:00,2024-01-14 14:00:00
EML01671,DLR004,CUS01080,CALL011985,crystal.jones1079@gmail.com,service@gulfcoastchevrolet.com,Your 2022 Honda is Due for Service - Schedule Today,delivered,,2024-01-27 17:00:00,2024-01-27 17:00:00
EML01672,DLR004,CUS00258,CALL002211,rachel.robinson257@gmail.com,service@gulfcoastchevrolet.com,Thank You for Visiting Gulf Coast Chevrolet,opened,2024-01-05 00:00:00,2024-01-03 14:00:00,2024-01-03 14:00:00
EML01673,DLR002,CUS01584,,brittany.moore1583@gmail.com,service@bayareahonda.com,Exclusive Offer: Save on Your Next Service at Bay Area Honda,delivered,,2024-01-14 16:00:00,2024-01-14 16:00:00
EML01674,DLR005,CUS01595,,robert.lee1594@gmail.com,service@coastalbmw.com,Exclusive Offer: Save on Your Next Service at Coastal BMW,delivered,2024-01-31 10:00:00,2024-01-30 11:00:00,2024-01-30 11:00:00
EML01675,DLR003,CUS00087,,mark.clark86@gmail.com,service@lakelandford.com,CSI Survey - Tell Us About Your Recent Visit to Lakeland Ford,delivered,,2024-01-24 13:00:00,2024-01-24 13:00:00
EML01676,DLR005,CUS00938,CALL001910,jessica.robinson937@gmail.com,service@coastalbmw.com,Exclusive Offer: Save on Your Next Service at Coastal BMW,delivered,,2024-01-07 20:00:00,2024-01-07 20:00:00
EML01677,DLR005,CUS00127,CALL003574,michael.clark126@gmail.com,service@coastalbmw.com,CSI Survey - Tell Us About Your Recent Visit to Coastal BMW,delivered,,2024-01-11 13:00:00,2024-01-11 13:00:00
EML01678,DLR005,CUS00732,,stephanie.lopez731@gmail.com,service@coastalbmw.com,CSI Survey - Tell Us About Your Recent Visit to Coastal BMW,opened,,2024-01-29 14:00:00,2024-01-29 14:00:00
EML01679,DLR005,CUS00441,CALL010336,eric.davis440@gmail.com,service@coastalbmw.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-22 18:00:00,2024-01-22 18:00:00
EML01680,DLR004,CUS01628,CALL010129,jessica.robinson1627@gmail.com,service@gulfcoastchevrolet.com,CSI Survey - Tell Us About Your Recent Visit to Gulf Coast Chevrolet,delivered,,2024-01-01 18:00:00,2024-01-01 18:00:00
EML01681,DLR001,CUS01207,CALL002215,michael.clark1206@gmail.com,service@sunshinetoyota.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-23 20:00:00,2024-01-23 20:00:00
EML01682,DLR002,CUS01405,,anthony.lee1404@gmail.com,service@bayareahonda.com,Thank You for Visiting Bay Area Honda,opened,,2024-01-21 15:00:00,2024-01-21 15:00:00
EML01683,DLR003,CUS01451,,carlos.davis1450@gmail.com,service@lakelandford.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-09 10:00:00,2024-01-09 10:00:00
EML01684,DLR002,CUS00755,,robert.lee754@gmail.com,service@bayareahonda.com,Exclusive Offer: Save on Your Next Service at Bay Area Honda,delivered,,2024-01-02 09:00:00,2024-01-02 09:00:00
EML01685,DLR001,CUS00044,,nicole.moore43@gmail.com,service@sunshinetoyota.com,Service Reminder: 2020 BMW Air Filter Replacement,delivered,2024-01-22 22:00:00,2024-01-21 14:00:00,2024-01-21 14:00:00
EML01686,DLR003,CUS01156,CALL013679,amanda.white1155@gmail.com,service@lakelandford.com,Lease Maturity Notice - Your Options Await,bounced,,2024-01-25 08:00:00,2024-01-25 08:00:00
EML01687,DLR005,CUS01479,CALL010848,william.johnson1478@gmail.com,service@coastalbmw.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-16 19:00:00,2024-01-16 19:00:00
EML01688,DLR005,CUS00188,,jessica.robinson187@gmail.com,service@coastalbmw.com,Thank You for Visiting Coastal BMW,opened,2024-01-25 20:00:00,2024-01-25 18:00:00,2024-01-25 18:00:00
EML01689,DLR005,CUS00003,CALL005792,david.anderson2@gmail.com,service@coastalbmw.com,Recall Notice: Important Safety Information for Your 2022 Ford,delivered,2024-01-29 10:00:00,2024-01-27 16:00:00,2024-01-27 16:00:00
EML01690,DLR004,CUS01359,,william.johnson1358@gmail.com,service@gulfcoastchevrolet.com,CSI Survey - Tell Us About Your Recent Visit to Gulf Coast Chevrolet,opened,,2024-01-03 20:00:00,2024-01-03 20:00:00
EML01691,DLR004,CUS01015,,anthony.lee1014@gmail.com,service@gulfcoastchevrolet.com,Your 2021 BMW is Due for Service - Schedule Today,delivered,,2024-01-20 17:00:00,2024-01-20 17:00:00
EML01692,DLR001,CUS01460,,heather.jones1459@gmail.com,service@sunshinetoyota.com,Your Service Appointment Confirmation - Sunshine Toyota,delivered,,2024-01-26 14:00:00,2024-01-26 14:00:00
EML01693,DLR003,CUS00833,CALL004557,daniel.anderson832@gmail.com,service@lakelandford.com,CSI Survey - Tell Us About Your Recent Visit to Lakeland Ford,opened,2024-01-04 15:00:00,2024-01-02 17:00:00,2024-01-02 17:00:00
EML01694,DLR001,CUS00744,CALL009337,brittany.moore743@gmail.com,service@sunshinetoyota.com,Your 2019 Ford is Due for Service - Schedule Today,delivered,,2024-01-08 10:00:00,2024-01-08 10:00:00
EML01695,DLR004,CUS01208,CALL001629,jessica.robinson1207@gmail.com,service@gulfcoastchevrolet.com,Your 2019 Toyota is Due for Service - Schedule Today,delivered,,2024-01-18 14:00:00,2024-01-18 14:00:00
EML01696,DLR001,CUS01647,CALL004012,mark.clark1646@gmail.com,service@sunshinetoyota.com,Service Reminder: 2019 Honda Brake Inspection,delivered,,2024-01-21 14:00:00,2024-01-21 14:00:00
EML01697,DLR001,CUS00410,,heather.jones409@gmail.com,service@sunshinetoyota.com,Exclusive Offer: Save on Your Next Service at Sunshine Toyota,delivered,,2024-01-05 10:00:00,2024-01-05 10:00:00
EML01698,DLR003,CUS01747,,michael.clark1746@gmail.com,service@lakelandford.com,Service Reminder: 2020 Ford Warranty Repair,delivered,2024-01-06 13:00:00,2024-01-04 18:00:00,2024-01-04 18:00:00
EML01699,DLR003,CUS01680,CALL011622,crystal.jones1679@gmail.com,service@lakelandford.com,Service Reminder: 2022 Ford Transmission Service,opened,,2024-01-09 15:00:00,2024-01-09 15:00:00
EML01700,DLR004,CUS00229,CALL001833,jason.johnson228@gmail.com,service@gulfcoastchevrolet.com,Recall Notice: Important Safety Information for Your 2020 Honda,bounced,,2024-01-18 09:00:00,2024-01-18 09:00:00
EML01701,DLR003,CUS00545,CALL011043,robert.lee544@gmail.com,service@lakelandford.com,Thank You for Visiting Lakeland Ford,delivered,2024-01-06 16:00:00,2024-01-05 10:00:00,2024-01-05 10:00:00
EML01702,DLR002,CUS00089,CALL004942,steven.johnson88@gmail.com,service@bayareahonda.com,CSI Survey - Tell Us About Your Recent Visit to Bay Area Honda,delivered,,2024-01-15 19:00:00,2024-01-15 19:00:00
EML01703,DLR004,CUS00059,,steven.johnson58@gmail.com,service@gulfcoastchevrolet.com,Exclusive Offer: Save on Your Next Service at Gulf Coast Chevrolet,delivered,2024-01-16 17:00:00,2024-01-15 11:00:00,2024-01-15 11:00:00
EML01704,DLR004,CUS01752,,stephanie.lopez1751@gmail.com,service@gulfcoastchevrolet.com,Your Service Appointment Confirmation - Gulf Coast Chevrolet,delivered,,2024-01-05 20:00:00,2024-01-05 20:00:00
EML01705,DLR001,CUS00634,CALL004658,ashley.moore633@gmail.com,service@sunshinetoyota.com,Service Reminder: 2022 Toyota Warranty Repair,delivered,,2024-01-03 09:00:00,2024-01-03 09:00:00
EML01706,DLR005,CUS00771,,eric.davis770@gmail.com,service@coastalbmw.com,Your 2020 Chevrolet is Due for Service - Schedule Today,bounced,2024-01-10 03:00:00,2024-01-08 20:00:00,2024-01-08 20:00:00
EML01707,DLR001,CUS00176,,amber.white175@gmail.com,service@sunshinetoyota.com,Thank You for Visiting Sunshine Toyota,opened,,2024-01-09 13:00:00,2024-01-09 13:00:00
EML01708,DLR001,CUS00423,CALL009045,david.anderson422@gmail.com,service@sunshinetoyota.com,Your Service Appointment Confirmation - Sunshine Toyota,delivered,,2024-01-25 13:00:00,2024-01-25 13:00:00
EML01709,DLR002,CUS01541,CALL008059,carlos.davis1540@gmail.com,service@bayareahonda.com,Your 2020 Chevrolet is Due for Service - Schedule Today,opened,2024-01-25 19:00:00,2024-01-25 18:00:00,2024-01-25 18:00:00
EML01710,DLR004,CUS00970,CALL013044,melissa.jones969@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2021 Toyota Multi-Point Inspection,opened,2024-01-09 11:00:00,2024-01-07 15:00:00,2024-01-07 15:00:00
EML01711,DLR005,CUS01255,CALL000515,anthony.lee1254@gmail.com,service@coastalbmw.com,Your Service Appointment Confirmation - Coastal BMW,delivered,,2024-01-26 08:00:00,2024-01-26 08:00:00
EML01712,DLR001,CUS00753,,david.anderson752@gmail.com,service@sunshinetoyota.com,Service Reminder: 2022 BMW Air Filter Replacement,delivered,,2024-01-20 14:00:00,2024-01-20 14:00:00
EML01713,DLR003,CUS01176,,jennifer.white1175@gmail.com,service@lakelandford.com,Your 2019 Honda is Due for Service - Schedule Today,delivered,,2024-01-23 14:00:00,2024-01-23 14:00:00
EML01714,DLR002,CUS00661,,james.davis660@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,delivered,,2024-01-19 16:00:00,2024-01-19 16:00:00
EML01715,DLR003,CUS00974,CALL002255,nicole.moore973@gmail.com,service@lakelandford.com,Recall Notice: Important Safety Information for Your 2020 Ford,delivered,2024-01-22 10:00:00,2024-01-21 16:00:00,2024-01-21 16:00:00
EML01716,DLR005,CUS00512,,maria.lopez511@gmail.com,service@coastalbmw.com,Recall Notice: Important Safety Information for Your 2022 Toyota,delivered,,2024-01-05 12:00:00,2024-01-05 12:00:00
EML01717,DLR004,CUS01298,CALL003020,jessica.robinson1297@gmail.com,service@gulfcoastchevrolet.com,Your Service Appointment Confirmation - Gulf Coast Chevrolet,delivered,2024-01-10 03:00:00,2024-01-08 19:00:00,2024-01-08 19:00:00
EML01718,DLR002,CUS00669,CALL009830,william.johnson668@gmail.com,service@bayareahonda.com,Service Reminder: 2022 Chevrolet Brake Inspection,opened,,2024-01-15 09:00:00,2024-01-15 09:00:00
EML01719,DLR002,CUS00875,CALL006862,robert.lee874@gmail.com,service@bayareahonda.com,Thank You for Visiting Bay Area Honda,delivered,,2024-01-23 14:00:00,2024-01-23 14:00:00
EML01720,DLR002,CUS00262,,lauren.lopez261@gmail.com,service@bayareahonda.com,Your 2020 BMW is Due for Service - Schedule Today,bounced,,2024-01-19 18:00:00,2024-01-19 18:00:00
EML01721,DLR002,CUS01499,,steven.johnson1498@gmail.com,service@bayareahonda.com,Service Reminder: 2022 Toyota Air Filter Replacement,delivered,2024-01-07 06:00:00,2024-01-05 08:00:00,2024-01-05 08:00:00
EML01722,DLR002,CUS01235,,robert.lee1234@gmail.com,service@bayareahonda.com,CSI Survey - Tell Us About Your Recent Visit to Bay Area Honda,unsubscribed,2024-01-30 23:00:00,2024-01-30 10:00:00,2024-01-30 10:00:00
EML01723,DLR002,CUS00333,,david.anderson332@gmail.com,service@bayareahonda.com,CSI Survey - Tell Us About Your Recent Visit to Bay Area Honda,delivered,,2024-01-18 15:00:00,2024-01-18 15:00:00
EML01724,DLR002,CUS00997,,michael.clark996@gmail.com,service@bayareahonda.com,Thank You for Visiting Bay Area Honda,delivered,,2024-01-25 19:00:00,2024-01-25 19:00:00
EML01725,DLR005,CUS01041,,eric.davis1040@gmail.com,service@coastalbmw.com,Lease Maturity Notice - Your Options Await,opened,,2024-01-30 08:00:00,2024-01-30 08:00:00
EML01726,DLR002,CUS01099,,jason.johnson1098@gmail.com,service@bayareahonda.com,Exclusive Offer: Save on Your Next Service at Bay Area Honda,bounced,,2024-01-21 13:00:00,2024-01-21 13:00:00
EML01727,DLR002,CUS01048,,danielle.robinson1047@gmail.com,service@bayareahonda.com,Exclusive Offer: Save on Your Next Service at Bay Area Honda,delivered,,2024-01-26 13:00:00,2024-01-26 13:00:00
EML01728,DLR005,CUS00149,CALL005354,steven.johnson148@gmail.com,service@coastalbmw.com,Lease Maturity Notice - Your Options Await,opened,2024-01-17 05:00:00,2024-01-15 13:00:00,2024-01-15 13:00:00
EML01729,DLR005,CUS01514,,nicole.moore1513@gmail.com,service@coastalbmw.com,Recall Notice: Important Safety Information for Your 2020 Honda,delivered,,2024-01-01 09:00:00,2024-01-01 09:00:00
EML01730,DLR005,CUS00980,,heather.jones979@gmail.com,service@coastalbmw.com,Exclusive Offer: Save on Your Next Service at Coastal BMW,opened,,2024-01-04 09:00:00,2024-01-04 09:00:00
EML01731,DLR004,CUS01090,,melissa.jones1089@gmail.com,service@gulfcoastchevrolet.com,CSI Survey - Tell Us About Your Recent Visit to Gulf Coast Chevrolet,delivered,,2024-01-07 17:00:00,2024-01-07 17:00:00
EML01732,DLR003,CUS00511,CALL006969,james.davis510@gmail.com,service@lakelandford.com,Recall Notice: Important Safety Information for Your 2022 Chevrolet,delivered,2024-01-23 02:00:00,2024-01-21 20:00:00,2024-01-21 20:00:00
EML01733,DLR002,CUS01022,,maria.lopez1021@gmail.com,service@bayareahonda.com,Your 2022 Chevrolet is Due for Service - Schedule Today,opened,,2024-01-18 08:00:00,2024-01-18 08:00:00
EML01734,DLR005,CUS01090,CALL004204,melissa.jones1089@gmail.com,service@coastalbmw.com,Service Reminder: 2020 Chevrolet Oil Change,delivered,,2024-01-01 20:00:00,2024-01-01 20:00:00
EML01735,DLR002,CUS01602,,stephanie.lopez1601@gmail.com,service@bayareahonda.com,Exclusive Offer: Save on Your Next Service at Bay Area Honda,delivered,2024-01-06 22:00:00,2024-01-06 10:00:00,2024-01-06 10:00:00
EML01736,DLR004,CUS00367,,michael.clark366@gmail.com,service@gulfcoastchevrolet.com,Exclusive Offer: Save on Your Next Service at Gulf Coast Chevrolet,opened,,2024-01-05 15:00:00,2024-01-05 15:00:00
EML01737,DLR005,CUS00195,,kevin.lee194@gmail.com,service@coastalbmw.com,Lease Maturity Notice - Your Options Await,opened,,2024-01-01 12:00:00,2024-01-01 12:00:00
EML01738,DLR005,CUS00280,CALL005743,melissa.jones279@gmail.com,service@coastalbmw.com,Thank You for Visiting Coastal BMW,opened,,2024-01-03 14:00:00,2024-01-03 14:00:00
EML01739,DLR005,CUS00061,,james.davis60@gmail.com,service@coastalbmw.com,Lease Maturity Notice - Your Options Await,opened,,2024-01-14 12:00:00,2024-01-14 12:00:00
EML01740,DLR004,CUS01372,,lauren.lopez1371@gmail.com,service@gulfcoastchevrolet.com,Thank You for Visiting Gulf Coast Chevrolet,delivered,,2024-01-25 11:00:00,2024-01-25 11:00:00
EML01741,DLR003,CUS01220,CALL012076,heather.jones1219@gmail.com,service@lakelandford.com,Exclusive Offer: Save on Your Next Service at Lakeland Ford,delivered,,2024-01-13 12:00:00,2024-01-13 12:00:00
EML01742,DLR004,CUS00145,CALL000365,anthony.lee144@gmail.com,service@gulfcoastchevrolet.com,Recall Notice: Important Safety Information for Your 2021 Honda,delivered,,2024-01-19 17:00:00,2024-01-19 17:00:00
EML01743,DLR001,CUS01431,,eric.davis1430@gmail.com,service@sunshinetoyota.com,Your Service Appointment Confirmation - Sunshine Toyota,opened,,2024-01-13 13:00:00,2024-01-13 13:00:00
EML01744,DLR001,CUS01475,,robert.lee1474@gmail.com,service@sunshinetoyota.com,Your 2022 BMW is Due for Service - Schedule Today,delivered,,2024-01-03 18:00:00,2024-01-03 18:00:00
EML01745,DLR001,CUS00868,,danielle.robinson867@gmail.com,service@sunshinetoyota.com,CSI Survey - Tell Us About Your Recent Visit to Sunshine Toyota,bounced,,2024-01-21 08:00:00,2024-01-21 08:00:00
EML01746,DLR005,CUS00784,CALL003206,ashley.moore783@gmail.com,service@coastalbmw.com,Thank You for Visiting Coastal BMW,delivered,,2024-01-27 17:00:00,2024-01-27 17:00:00
EML01747,DLR005,CUS01279,,jason.johnson1278@gmail.com,service@coastalbmw.com,CSI Survey - Tell Us About Your Recent Visit to Coastal BMW,delivered,2024-01-09 07:00:00,2024-01-08 14:00:00,2024-01-08 14:00:00
EML01748,DLR003,CUS00720,,crystal.jones719@gmail.com,service@lakelandford.com,Your Service Appointment Confirmation - Lakeland Ford,opened,2024-01-02 22:00:00,2024-01-01 14:00:00,2024-01-01 14:00:00
EML01749,DLR004,CUS00089,,steven.johnson88@gmail.com,service@gulfcoastchevrolet.com,Recall Notice: Important Safety Information for Your 2020 BMW,delivered,2024-01-16 16:00:00,2024-01-15 14:00:00,2024-01-15 14:00:00
EML01750,DLR004,CUS00038,CALL012459,jessica.robinson37@gmail.com,service@gulfcoastchevrolet.com,Exclusive Offer: Save on Your Next Service at Gulf Coast Chevrolet,unsubscribed,,2024-01-29 15:00:00,2024-01-29 15:00:00
EML01751,DLR003,CUS00120,CALL007439,crystal.jones119@gmail.com,service@lakelandford.com,Exclusive Offer: Save on Your Next Service at Lakeland Ford,opened,2024-01-08 16:00:00,2024-01-08 10:00:00,2024-01-08 10:00:00
EML01752,DLR003,CUS00630,,crystal.jones629@gmail.com,service@lakelandford.com,CSI Survey - Tell Us About Your Recent Visit to Lakeland Ford,delivered,,2024-01-29 08:00:00,2024-01-29 08:00:00
EML01753,DLR001,CUS00331,,james.davis330@gmail.com,service@sunshinetoyota.com,Recall Notice: Important Safety Information for Your 2020 Ford,opened,,2024-01-25 15:00:00,2024-01-25 15:00:00
EML01754,DLR001,CUS00175,,anthony.lee174@gmail.com,service@sunshinetoyota.com,Lease Maturity Notice - Your Options Await,opened,2024-01-08 11:00:00,2024-01-07 11:00:00,2024-01-07 11:00:00
EML01755,DLR002,CUS01120,,melissa.jones1119@gmail.com,service@bayareahonda.com,Thank You for Visiting Bay Area Honda,opened,,2024-01-19 11:00:00,2024-01-19 11:00:00
EML01756,DLR002,CUS00536,,amber.white535@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,delivered,,2024-01-03 08:00:00,2024-01-03 08:00:00
EML01757,DLR003,CUS00234,CALL008536,brittany.moore233@gmail.com,service@lakelandford.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-26 09:00:00,2024-01-26 09:00:00
EML01758,DLR005,CUS01474,,ashley.moore1473@gmail.com,service@coastalbmw.com,Your 2022 Chevrolet is Due for Service - Schedule Today,unsubscribed,,2024-01-26 20:00:00,2024-01-26 20:00:00
EML01759,DLR004,CUS00772,,lauren.lopez771@gmail.com,service@gulfcoastchevrolet.com,Your Service Appointment Confirmation - Gulf Coast Chevrolet,delivered,,2024-01-17 09:00:00,2024-01-17 09:00:00
EML01760,DLR002,CUS00609,,william.johnson608@gmail.com,service@bayareahonda.com,Your Service Appointment Confirmation - Bay Area Honda,opened,2024-01-26 17:00:00,2024-01-24 19:00:00,2024-01-24 19:00:00
EML01761,DLR001,CUS01889,,steven.johnson1888@gmail.com,service@sunshinetoyota.com,Your Service Appointment Confirmation - Sunshine Toyota,opened,2024-01-15 03:00:00,2024-01-14 15:00:00,2024-01-14 15:00:00
EML01762,DLR003,CUS01210,,melissa.jones1209@gmail.com,service@lakelandford.com,Your Service Appointment Confirmation - Lakeland Ford,opened,,2024-01-09 17:00:00,2024-01-09 17:00:00
EML01763,DLR004,CUS01599,,william.johnson1598@gmail.com,service@gulfcoastchevrolet.com,Thank You for Visiting Gulf Coast Chevrolet,unsubscribed,2024-01-24 10:00:00,2024-01-23 19:00:00,2024-01-23 19:00:00
EML01764,DLR004,CUS00284,,nicole.moore283@gmail.com,service@gulfcoastchevrolet.com,CSI Survey - Tell Us About Your Recent Visit to Gulf Coast Chevrolet,delivered,2024-01-18 01:00:00,2024-01-17 13:00:00,2024-01-17 13:00:00
EML01765,DLR004,CUS01360,,melissa.jones1359@gmail.com,service@gulfcoastchevrolet.com,Exclusive Offer: Save on Your Next Service at Gulf Coast Chevrolet,opened,2024-01-11 05:00:00,2024-01-09 16:00:00,2024-01-09 16:00:00
EML01766,DLR005,CUS00040,,melissa.jones39@gmail.com,service@coastalbmw.com,Your 2021 Honda is Due for Service - Schedule Today,delivered,2024-01-08 03:00:00,2024-01-06 08:00:00,2024-01-06 08:00:00
EML01767,DLR002,CUS00080,CALL010580,heather.jones79@gmail.com,service@bayareahonda.com,Service Reminder: 2020 Ford Recall Repair,delivered,,2024-01-05 08:00:00,2024-01-05 08:00:00
EML01768,DLR004,CUS01093,CALL006120,luis.anderson1092@gmail.com,service@gulfcoastchevrolet.com,CSI Survey - Tell Us About Your Recent Visit to Gulf Coast Chevrolet,delivered,,2024-01-12 08:00:00,2024-01-12 08:00:00
EML01769,DLR001,CUS00716,,amber.white715@gmail.com,service@sunshinetoyota.com,Exclusive Offer: Save on Your Next Service at Sunshine Toyota,unsubscribed,2024-01-14 05:00:00,2024-01-12 08:00:00,2024-01-12 08:00:00
EML01770,DLR001,CUS00549,,william.johnson548@gmail.com,service@sunshinetoyota.com,Your Service Appointment Confirmation - Sunshine Toyota,bounced,2024-01-18 12:00:00,2024-01-16 20:00:00,2024-01-16 20:00:00
EML01771,DLR001,CUS00619,,jason.johnson618@gmail.com,service@sunshinetoyota.com,Service Reminder: 2022 Chevrolet Tire Rotation,delivered,2024-01-02 16:00:00,2024-01-01 16:00:00,2024-01-01 16:00:00
EML01772,DLR003,CUS01791,,eric.davis1790@gmail.com,service@lakelandford.com,Your 2020 Toyota is Due for Service - Schedule Today,delivered,2024-01-29 09:00:00,2024-01-27 09:00:00,2024-01-27 09:00:00
EML01773,DLR001,CUS00602,CALL008393,maria.lopez601@gmail.com,service@sunshinetoyota.com,Thank You for Visiting Sunshine Toyota,opened,,2024-01-11 08:00:00,2024-01-11 08:00:00
EML01774,DLR004,CUS00806,,amber.white805@gmail.com,service@gulfcoastchevrolet.com,Service Reminder: 2022 Honda Fuel System Service,delivered,,2024-01-23 18:00:00,2024-01-23 18:00:00
EML01775,DLR002,CUS01616,CALL011947,amber.white1615@gmail.com,service@bayareahonda.com,Your 2021 BMW is Due for Service - Schedule Today,delivered,2024-01-18 13:00:00,2024-01-16 19:00:00,2024-01-16 19:00:00
EML01776,DLR005,CUS00215,CALL008028,robert.lee214@gmail.com,service@coastalbmw.com,Your Service Appointment Confirmation - Coastal BMW,delivered,,2024-01-06 17:00:00,2024-01-06 17:00:00
EML01777,DLR003,CUS00413,CALL013631,daniel.anderson412@gmail.com,service@lakelandford.com,Thank You for Visiting Lakeland Ford,opened,,2024-01-22 11:00:00,2024-01-22 11:00:00
EML01778,DLR003,CUS00808,CALL000091,danielle.robinson807@gmail.com,service@lakelandford.com,Lease Maturity Notice - Your Options Await,delivered,,2024-01-12 12:00:00,2024-01-12 12:00:00
EML01779,DLR003,CUS01023,,david.anderson1022@gmail.com,service@lakelandford.com,Your 2022 Honda is Due for Service - Schedule Today,delivered,,2024-01-27 13:00:00,2024-01-27 13:00:00
EML01780,DLR003,CUS01734,CALL002178,brittany.moore1733@gmail.com,service@lakelandford.com,Lease Maturity Notice - Your Options Await,opened,,2024-01-19 08:00:00,2024-01-19 08:00:00
EML01781,DLR004,CUS01165,CALL010012,anthony.lee1164@gmail.com,service@gulfcoastchevrolet.com,Thank You for Visiting Gulf Coast Chevrolet,opened,2024-01-17 19:00:00,2024-01-17 17:00:00,2024-01-17 17:00:00
EML01782,DLR003,CUS01630,CALL000725,melissa.jones1629@gmail.com,service@lakelandford.com,Recall Notice: Important Safety Information for Your 2020 Chevrolet,opened,,2024-01-12 15:00:00,2024-01-12 15:00:00
EML01783,DLR003,CUS01995,CALL012861,kevin.lee1994@gmail.com,service@lakelandford.com,Thank You for Visiting Lakeland Ford,delivered,,2024-01-16 12:00:00,2024-01-16 12:00:00
